hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70734/07,4,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,33,10.64025,815,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,62.4,168,22.10884354,Northern
70734/08,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,66,5.277583,815,5,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,0,0,0,Northern
70734/10,3,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,44,9.098967,815,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,155.6,174,51.39384331,Northern
70734/11,2,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,37,4.552978,815,5,1,Married,Male,SSS/Secondary,Poor,0,2,12, Dagomba, Islam,125.2,170,43.32179931,Northern
70734/12,5,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,64,21.26561,815,3,1,Married,Male,None,Non poor,1,4,0, Dagomba, Islam,154.7,181,47.22078081,Northern
70734/13,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,50,8.298289,815,6,1,Married,Female,None,Non poor,1,1,0, Dagomba, Islam,186.6,173,62.34755588,Northern
70734/15,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,45,6.394161,815,16,1,Married,Male,None,Non poor,1,2,4, Dagomba, Islam,74.1,178,23.38719859,Northern
70735/01,5,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,58,21.04412,818,1,1,Married,Male,None,Non poor,1,1,2, Chokosi (Anufor), Islam,84,185,24.54346238,Northern
70735/02,2,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,23,6.956036,818,3,6,Never married,Male,SSS/Secondary,Non poor,1,4,12, Bimoba, Traditionalist,66.85,175,21.82857143,Northern
70735/03,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,33,5.292991,818,4,1,Married,Male,SSS/Secondary,Non poor,1,2,15, Bimoba, Pentecostal/Charismatic,73.5,165,26.99724518,Northern
70735/04,5,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,34,83.64127,818,1,1,Married,Male,Tertiary,Non poor,1,3,15, Ewe, Protestant,72.5,178,22.88221184,Northern
70735/05,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,35,1.949668,818,5,1,Married,Male,None,Poor,0,2,3, Bimoba, Islam,75.35,179,23.51674417,Northern
70735/06,3,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,41,7.824772,818,7,1,Married,Male,BECE,Non poor,1,2,0, Bimoba, Traditionalist,82,177,26.17383255,Northern
70735/07,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,32,3.489653,818,5,1,Married,Male,SSS/Secondary,Poor,0,2,12, Bimoba, Catholic,0,0,0,Northern
70735/08,1,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,18,1.170146,818,7,6,Never married,Male,None,Poor,0,5,6, Bimoba, Pentecostal/Charismatic,54.8,165,20.12855831,Northern
70735/09,1,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,34,3.045398,818,3,4,Divorced,Female,None,Poor,0,1,0, Bimoba, Catholic,56.75,159,22.44768799,Northern
70735/10,5,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,38,30.95847,818,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Ewe, Pentecostal/Charismatic,69.1,168,24.48270975,Northern
70735/11,1,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,33,3.322752,818,7,1,Married,Male,None,Poor,0,1,0, Bimoba, Islam,81.2,186,23.47092149,Northern
70735/12,1,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,37,4.319484,818,4,4,Divorced,Female,None,Poor,0,1,0, Fulani, Islam,68.6,160,26.796875,Northern
70735/14,1,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,2.426224,818,3,6,Never married,Female,None,Poor,0,1,3, Bimoba, No religion,89.2,165,32.76400367,Northern
70735/15,1,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,38,4.019989,818,3,5,Widowed,Female,SSS/Secondary,Poor,0,1,12, Bimoba, Pentecostal/Charismatic,63.65,170,22.02422145,Northern
70736/01,2,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,23,4.971109,819,3,1,Married,Male,SSS/Secondary,Non poor,1,2,12, Chokosi (Anufor), Islam,61.75,165,22.68135904,Northern
70736/02,1,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,74,3.648286,819,2,1,Married,Female,None,Poor,0,1,0, Mamprusi, Islam,59.2,154,24.96205094,Northern
70736/03,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,2.634218,819,8,1,Married,Male,None,Poor,0,2,0, Other Grusi (e, Other Christian,55.7,166,20.21338366,Northern
70736/04,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,71,1.530151,819,6,1,Married,Male,None,Poor,0,2,0, Other Grusi (e, Other Christian,59.8,167,21.44214565,Northern
70736/05,1,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,30,2.008756,819,6,1,Married,Male,None,Poor,0,4,0, Mamprusi, Islam,68.3,178,21.55662164,Northern
70736/06,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,75,1.799935,819,6,1,Married,Male,None,Poor,0,2,0, Mamprusi, Islam,51.9,172,17.54326663,Northern
70736/07,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,56,4.944672,819,5,1,Married,Male,None,Non poor,1,5,0, Mamprusi, Islam,71.5,170,24.74048443,Northern
70736/08,1,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,45,1.490816,819,13,1,Married,Male,SSS/Secondary,Poor,0,4,12," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,72.25,195,19.00065746,Northern
70736/09,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,55,4.324804,819,4,1,Married,Male,MSLC,Poor,0,2,10, Chokosi (Anufor), Islam,81.15,179,25.32692488,Northern
70736/10,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,54,2.982902,819,4,1,Married,Female,None,Poor,0,2,0, Mamprusi, Islam,50.6,153,21.61561792,Northern
70736/11,1,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,55,1.883684,819,7,1,Married,Male,None,Poor,0,6,0, Mamprusi, Islam,58.9,176,19.01472107,Northern
70736/12,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,45,2.094767,819,7,1,Married,Male,None,Poor,0,2,0, Mamprusi, Islam,63.4,174,20.94067909,Northern
70736/13,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,60,2.513329,819,6,1,Married,Male,None,Poor,0,2,0," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,86.75,169,30.37358636,Northern
70736/14,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,31,1.04925,819,6,1,Married,Male,SSS/Secondary,Poor,0,2,12, Chokosi (Anufor), Islam,55.7,165,20.45913682,Northern
70736/15,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,32,10.06821,819,2,1,Married,Female,None,Non poor,1,1,5, Mosi, Islam,57.25,162,21.81450998,Northern
70737/01,2,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,21,4.833477,819,3,2,Consensual Union,Male,None,Non poor,1,5,5," Nankansi, Talensi & Gurense (Frafra)", Islam,72.35,182,21.84216882,Northern
70737/02,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,35,6.889982,819,6,1,Married,Male,BECE,Non poor,1,1,9, Mosi, Islam,76.05,165,27.9338843,Northern
70737/03,3,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,38,8.372953,819,2,1,Married,Female,None,Non poor,1,4,4," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,68.3,174,22.55912274,Northern
70737/04,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,53,5.844291,819,9,1,Married,Male,None,Non poor,1,1,0," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,83.85,188,23.72397012,Northern
70737/05,3,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,56,8.682145,819,1,4,Divorced,Male,MSLC,Non poor,1,2,10," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,60.05,185,17.54565376,Northern
70737/06,1,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,48,2.160823,819,8,1,Married,Male,None,Poor,0,6,0, Mamprusi, Islam,56.7,169,19.85224607,Northern
70737/07,2,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,5.529527,819,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,64.3,180,19.84567901,Northern
70737/08,3,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,34,7.743382,819,7,1,Married,Male,SSS/Secondary,Non poor,1,4,12, Mamprusi, Islam,63.4,178,20.01009973,Northern
70737/09,1,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,3.762245,819,3,5,Widowed,Female,None,Poor,0,4,0," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,62.85,160,24.55078125,Northern
70737/10,5,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,62,27.40347,819,1,5,Widowed,Male,Voc/Tech/Teacher,Non poor,1,5,15, Mamprusi, Catholic,79,183,23.58983547,Northern
70737/11,5,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,25,20.28636,819,2,6,Never married,Female,BECE,Non poor,1,3,9, Busanga, Islam,73.85,175,24.11428571,Northern
70737/12,4,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,30,11.82398,819,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Kokomba, Pentecostal/Charismatic,73.51,178,23.20098472,Northern
70737/13,1,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,54,4.322372,819,6,5,Widowed,Female,None,Poor,0,3,0, Kusasi, Islam,65.8,162,25.0723975,Northern
70737/14,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,51,5.819575,819,11,1,Married,Male,SSS/Secondary,Non poor,1,2,11, Mamprusi, Islam,76.3,182,23.03465765,Northern
70737/15,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,37,23.73531,819,1,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Kasena (Paga), Protestant,77.5,170,26.816609,Northern
70738/01,4,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,33,15.56286,820,4,2,Consensual Union,Male,None,Non poor,1,1,0, Mamprusi, Islam,66.5,170.9,22.76866251,Northern
70738/02,5,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,30,19.81158,820,3,1,Married,Male,Tertiary,Non poor,1,3,15, Asante, Pentecostal/Charismatic,90.1,180.9,27.53262739,Northern
70738/03,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,78,7.15793,820,4,5,Widowed,Female,None,Non poor,1,1,0, Kasena (Paga), Catholic,52.1,150.9,22.88016983,Northern
70738/04,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,20.80351,820,3,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,3,15, Mamprusi, Islam,63,168.5,22.18915373,Northern
70738/05,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,38.92502,820,3,1,Married,Male,Tertiary,Non poor,1,3,15, Mamprusi, Catholic,66.65,170.9,22.8200204,Northern
70738/06,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,76,3.389262,820,7,5,Widowed,Female,None,Poor,0,2,0, Mamprusi, Islam,48.95,150.2,21.69765656,Northern
70738/07,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,5.598739,820,4,5,Widowed,Female,None,Non poor,1,2,0, Mamprusi, Islam,54.75,150.9,24.04394047,Northern
70738/08,4,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,57,10.98608,820,11,1,Married,Male,None,Non poor,1,2,0, Mamprusi, Islam,76.9,170.2,26.54649745,Northern
70738/09,2,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,5.454903,820,8,2,Consensual Union,Male,None,Non poor,1,2,6, Mamprusi, Islam,60.2,170.05,20.81820202,Northern
70738/10,5,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,26,28.60932,820,1,6,Never married,Male,SSS/Secondary,Non poor,1,6,12, Mamprusi, Traditionalist,63.15,170.5,21.72323939,Northern
70738/11,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,32,14.98851,820,3,1,Married,Male,None,Non poor,1,4,4, Mamprusi, No religion,64.75,160.6,25.10433322,Northern
70738/12,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,22,9.341805,820,2,6,Never married,Male,SSS/Secondary,Non poor,1,1,12, Mamprusi, Islam,57.15,180.1,17.61930644,Northern
70738/13,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,76,7.048258,820,4,1,Married,Male,None,Non poor,1,6,0, Mamprusi, Islam,59.35,160.5,23.03937268,Northern
70738/14,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,70,6.139725,820,6,5,Widowed,Female,None,Non poor,1,1,0, Mamprusi, Islam,61.65,160,24.08203125,Northern
70739/01,5,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,33,30.43292,821,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,5,15, Gonja, Islam,60.09,172,20.31165495,Northern
70739/02,4,Other Inactive,8,Renting,Urban,2. Non Pwds,1,3,Not in labor force,29,12.00163,821,4,1,Married,Female,None,Non poor,1,5,8, Gonja, Islam,63.5,157,25.76169419,Northern
70739/03,2,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,24,6.336324,821,4,1,Married,Male,None,Non poor,1,4,5, Gonja, Islam,60.52,165,22.22956841,Northern
70739/04,5,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,24,18.04217,821,2,2,Consensual Union,Male,None,Non poor,1,1,0, Gonja, Islam,0,0,0,Northern
70739/05,5,Self-employed (agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,26,16.77023,821,3,1,Married,Male,SSS/Secondary,Non poor,1,2,12, Gonja, Islam,0,0,0,Northern
70739/06,5,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,24.59551,821,3,1,Married,Male,None,Non poor,1,2,0, Gonja, Islam,0,183,0,Northern
70739/07,4,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,50,15.21774,821,7,1,Married,Male,None,Non poor,1,1,5," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,81.2,177,25.91847809,Northern
70739/08,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,5.298455,821,8,1,Married,Male,None,Non poor,1,1,0, Gonja, Islam,0,0,0,Northern
70739/09,4,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,23,14.62338,821,1,6,Never married,Male,SSS/Secondary,Non poor,1,1,12, Gonja, Islam,58.8,165,21.59779614,Northern
70739/10,5,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,27,16.59652,821,2,1,Married,Male,Voc/Tech/Teacher,Non poor,1,1,15, Gonja, Islam,66,174,21.79944511,Northern
70739/11,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,33,54.64728,821,2,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Mamprusi, Islam,70.65,184,20.86779301,Northern
70739/12,4,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,37,13.02512,821,10,1,Married,Male,None,Non poor,1,2,0, Gonja, Islam,59.6,155,24.8074922,Northern
70739/13,4,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,50,11.8425,821,5,1,Married,Male,None,Non poor,1,2,0, Gonja, Islam,0,0,0,Northern
70739/14,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,45,12.12499,821,5,1,Married,Male,None,Non poor,1,4,0, Gonja, Islam,0,0,0,Northern
70739/15,3,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,36,9.510337,821,5,1,Married,Male,BECE,Non poor,1,3,9, Boron (Brong) (including Banda), Catholic,0,0,0,Northern
70740/01,2,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,45,5.979493,823,5,1,Married,Male,SSS/Secondary,Non poor,1,3,11, Gonja, Islam,64.75,179,20.20848288,Northern
70740/02,3,Self-employed (non-agric),8,Renting,Urban,1. PWD,0,1,Employed,42,9.235371,823,2,3,Separated,Female,SSS/Secondary,Non poor,1,1,12," Nankansi, Talensi & Gurense (Frafra)", Protestant,45,163,16.93703188,Northern
70740/03,1,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,23,3.605332,823,3,2,Consensual Union,Male,None,Poor,0,6,7, Dagomba, Islam,55.15,160,21.54296875,Northern
70740/04,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,20,4.823637,823,3,1,Married,Male,BECE,Poor,0,5,10, Dagomba, Islam,50.3,150,22.35555556,Northern
70740/05,4,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,36,11.10426,823,4,1,Married,Male,Tertiary,Non poor,1,3,15," Nankansi, Talensi & Gurense (Frafra)", Islam,64.7,173,21.61782886,Northern
70740/07,1,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,3.557326,823,5,1,Married,Male,None,Poor,0,1,0, Dagomba, Islam,0,0,0,Northern
70740/08,2,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,41,4.544641,823,8,1,Married,Male,None,Poor,0,3,0, Dagomba, Islam,0,0,0,Northern
70740/09,2,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,46,6.644844,823,3,4,Divorced,Male,MSLC,Non poor,1,3,10, Dagomba, Islam,68.5,170,23.70242215,Northern
70740/10,3,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,32,9.745801,823,3,1,Married,Male,SSS/Secondary,Non poor,1,5,12, Dagomba, Islam,72,175,23.51020408,Northern
70740/11,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,34,4.546339,823,3,1,Married,Male,None,Poor,0,6,0, Dagomba, Islam,69.54,172,23.50594916,Northern
70740/12,2,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,53,6.647531,823,8,1,Married,Male,Tertiary,Non poor,1,3,19, Dagomba, Islam,0,0,0,Northern
70740/13,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,31,19.28668,823,1,6,Never married,Male,Tertiary,Non poor,1,3,15, Dagomba, Islam,83,163,31.23941436,Northern
70740/14,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,48,4.495896,823,8,1,Married,Male,BECE,Poor,0,1,9, Dagomba, Islam,63.55,165.5,23.20168673,Northern
70740/15,2,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,42,4.661015,823,5,1,Married,Male,BECE,Poor,0,4,9, Dagomba, Islam,0,0,0,Northern
70741/01,2,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,43,6.41187,823,6,1,Married,Male,None,Non poor,1,4,4, Dagomba, Islam,77.7,174,25.66389219,Northern
70741/02,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,35,4.619496,823,4,1,Married,Male,None,Poor,0,6,0, Dagomba, Islam,72.61,175,23.70938776,Northern
70741/03,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,30,5.014322,823,4,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,74.75,179,23.3294841,Northern
70741/04,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,75,5.265511,823,4,5,Widowed,Female,None,Non poor,1,1,0, Dagomba, Islam,51.95,164,19.3151398,Northern
70741/05,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,3.590882,823,6,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,68.8,173,22.98773765,Northern
70741/06,2,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,33,6.858741,823,2,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Dagomba, Islam,68.85,180,21.25,Northern
70741/07,3,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,9.321196,823,2,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,2,15, Builsa (Kangyaga or Kanjaga), Catholic,67,182,20.22702572,Northern
70741/08,1,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,50,2.940881,823,9,1,Married,Male,None,Poor,0,6,6, Dagomba, Islam,76.2,173.5,25.3137224,Northern
70741/09,2,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,29,6.412775,823,3,1,Married,Male,None,Non poor,1,4,3, Dagomba, Islam,64.9,170,22.4567474,Northern
70741/10,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,56,9.155103,823,2,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,0,0,0,Northern
70741/11,4,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,42,12.22528,823,7,1,Married,Male,Tertiary,Non poor,1,1,15, Dagomba, Protestant,68,171,23.25501864,Northern
70741/12,3,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,25,7.274829,823,1,6,Never married,Male,BECE,Non poor,1,5,9, Dagomba, Islam,60,163,22.58270917,Northern
70741/13,1,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,42,3.028501,823,6,1,Married,Male,None,Poor,0,4,0, Dagomba, Islam,0,0,0,Northern
70741/14,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,33,7.766924,823,3,1,Married,Male,Tertiary,Non poor,1,1,15, Dagomba, Islam,64.4,175,21.02857143,Northern
70741/15,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,57,5.780937,823,7,1,Married,Male,None,Non poor,1,6,0, Dagomba, Islam,88.6,179,27.65207078,Northern
70742/01,2,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,35,5.020173,823,6,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,0,0,0,Northern
70742/02,5,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,16.25419,823,3,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,80.95,173.4,26.92270341,Northern
70742/03,3,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,8.125407,823,1,6,Never married,Male,None,Non poor,1,2,0, Dagomba, Islam,53,173.5,17.60665731,Northern
70742/04,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,31,7.108778,823,5,1,Married,Male,None,Non poor,1,1,5, Dagomba, Islam,77.3,176.5,24.81361699,Northern
70742/05,5,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,24,30.61856,823,1,4,Divorced,Female,None,Non poor,1,1,0, Dagomba, Islam,71.7,161,27.66096987,Northern
70742/06,2,Private Employee,8,Rent-free,Urban,1. PWD,0,1,Employed,47,6.572397,823,6,1,Married,Male,None,Non poor,1,4,0, Dagomba, Islam,58.3,164,21.67608566,Northern
70742/07,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,36,6.075278,823,4,1,Married,Female,None,Non poor,1,1,0, Dagomba, Islam,51.5,156.3,21.08090606,Northern
70742/08,1,Self-employed (agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,38,3.965782,823,7,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,0,0,0,Northern
70742/09,4,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,25,11.6819,823,3,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,59.3,161.5,22.73576858,Northern
